year,title,artist,song_id,lyric,genre
1964,내일또 만납시다,금호동,4083218,"
							하루의 일을 끝내고 돌아가는거리엔 사람의 물결하늘엔 별이 하나 둘 반짝이면가로등 하나 둘 꽃 피네허공을 스치는 바람은 차고흐뭇한 마음은 애드베룬가벼운 발길 헤어질 때 인사는내일 또 다시 만납시다하루의 일을 끝내고 돌아가는거리엔 사람의 물결하늘엔 별이 하나 둘 반짝이면가로등 하나 둘 꽃 피네허공을 스치는 바람은 차고흐뭇한 마음은 애드베룬가벼운 발길 헤어질 때 인사는내일 또 다시 만납시다내일 또 다시 만납시다
					",성인가요
1964,눈물의 연평도,최숙자,1003023,"
							조기를 담뿍잡아기폭을 올리고온다던 그배는어이하여 아니오나수평선 바라보며그이름 부르면갈매기도 우는구나눈물의 연평도태풍이 원수더라한많은 사라호황천간 그얼굴언제다시 만나보리해저문 백사장에그모습 그리면등대불만 깜박이네눈물의 연평도 
					",성인가요
1964,님이라 부르리까,이미자,1754987,"
							<1절 임이라 부르리까 당신이라고 부르리까 사랑을 하면서도 사랑을 참고사는 마음으로만 그리워 마음으로만 사무쳐 애타는 가슴 그무슨 잘못이라도 있는 것 처럼 울어야만 됩니까 울어야만 됩니까 <2절 임이라 부르리까 당신이라고 부르리까 밤이면 꿈에선가 다정이 만나보고 잊지못하고 언제나 가슴속에만 간직한 못난이 마음 그무슨 잘못이라도 있는 것처럼 울어야만 됩니까 울어야만 됩니까 
					",성인가요
1964,동백아가씨,이미자,1002782,"
							헤일 수 없이 수많은 밤을내 가슴 도려내는 아픔에 겨워얼마나 울었던가 동백아가씨그리움에 지쳐서울다 지쳐서꽃잎은 빨갛게 멍이 들었오동백꽃 잎에 새겨진 사연말 못할 그 사연을가슴에 안고오늘도 기다리는 동백아가씨가신님은 그 언제그 어느날에외로운 동백꽃찾아 오려나
					",성인가요
1964,떠날때는 말없이,현미,1003568,"
							그 날 밤 그 자리에둘이서 만났을 때똑같은 그 순간에똑같은 마음이달빛에 젖은 채밤새도록 즐거웠죠아 그 밤이 꿈이었나 비 오는데두고두고 못 다한 말가슴에 새기면서떠날 때는 말 없이말 없이 가오리다아무리 불러도그 자리는 비어있네아 그 날이 언제였나 비 오는데사무치는 그리움을나 어이 달래라고떠날 때는 말 없이말 없이 가오이다 
					",성인가요
1964,마도로스 부기,백야성,467355,"
							항구의 일~~번지 부기우기 일~번지그라스를 채워~다오 부기우기 아~~가씨고동이 슬피울면 이별~이란~~다저 달이 지기~전에 이슬~~이 깨기전에부기우기 부기우기 마도로스 부기~~우~기항구의 일~~번지 부기우기 일~번지인~심을 쓰려~므나 부기우기 아~~가씨왔다가 가야하는 마도~로스~~다저 달이 지기~전에 정열~~이 식기전에부기우기  부기우기 마도로스 부기~~우~기
					",성인가요
1964,맨발의 청춘,최희준,1185251,"
							눈물도 한숨도나 혼자 씹어 삼키며밤 거리의 뒷골목을누비고 다녀도사랑만은 단 하나의목숨을 걸었다거리의 자식이라욕하지 말라그대를 태양처럼우러러 보는사나이 이 가슴을알아줄 날 있으리라외롭고 슬프면 하늘만 바라보면서맨발로 걸어왔네 사나이 험한길을상처뿐인 이 가슴에 나홀로 달랬네내버린 자식이라 비웃지 말라내 생전 처음으로 바친 순정은머나먼 천국에서 그대 옆에 피어나리그대 옆에 피어나리 
					",성인가요
1964,물새우는 해변,권혜경,5758967,,성인가요
1964,밀짚모자 목장아가씨,박재란,3622464,"
							시원한 밀짚모자포플라 그늘에양떼를 몰고가는목장의 아가씨연분홍 빛 입술에는살며시 웃음 띄우고넓다란 푸른 목장하늘에 구름가네라라라 라라라라라라라라라 라라라라라라라 라라라라라라라라라 라라라라연분홍 빛 입술에는살며시 웃음 띄우고넓다란 푸른 목장하늘에 구름가네구름가네 음음음음
					",성인가요
1964,보고싶은 얼굴,현미,1003566,"
							눈을 감고 걸어도눈을 뜨고 걸어도보이는 것은 초라한 모습보고 싶은 얼굴거리마다 물결이 거리마다 발길이휩쓸고 지나간 허황한 거리에눈을 감고 걸어도눈을 뜨고 걸어도보이는 것은 초라한 모습보고 싶은 얼굴거리마다 물결이 거리마다 발길이휩쓸고 지나간 허황한 거리에눈을 감고 걸어도눈을 뜨고 걸어도보이는 것은 초라한 모습보고 싶은 얼굴 
					",성인가요
1964,빗속의 여인 (1964년작),"Add 4, 신중현",2517558,"
							잊지 못할 빗속의 여인 지금은 어데 있나?  노오란 레인코트에 검은 눈동자, 잊지 못하네  다정하게 미소지며 검은 우산을 받쳐주네~ 나리는 빗방울 바라보며 말없이 말없이 걸었네  잊지 못할 빗속의 여인 그 여인을 잊지 못하네  다정하게 미소지며 검은 우산을 받쳐주네 나리는 빗방울 바라보며 말없이 말없이 걸었네  잊지 못할 빗 속의 여인 그 여인을 잊지 못하네  오~ 잊지 못할 빗 속의 여인 그 여인을 잊지 못하네 잊지 못하네 잊지 못하네 오~ 잊지 못해
					",록/메탈
1964,빨간구두 아가씨,남일해,467498,"
							솔솔솔 오솔길에 빨간구두 아가씨똑똑똑 구두소리 어딜 가시나한번쯤 뒤돌아 볼만도 한데발걸음만 하나둘 세며 가는지빨간 구두 아가씨 혼자서 가네밤밤밤 밤길에 빨간구두 아가씨똑똑똑 구두소리 어딜 가시나지금쯤 사랑을 알만도 한데종소리만 하나둘 세며 가는지빨간 구두 아가씨 멀어져가네 
					",성인가요
1964,소쩍새 우는 마을,박재란,1324501,"
							소쩍 소쩍새 울고간 뒤에 나풀나풀 나비가 춤추며 오네두꺼비도 잠 깨어 하품하는데 우리집 고양인 아랫목 차지겨울이 가고 봄이 오면은 아가씨 나들이 핑계도 좋아나물 캐러 간다고 거울 보고 한나절~ 간 주 중 ~쓰름 쓰름 쓰르라미 울고간 뒤에 개구리 합창이 시끄러운데멋쟁이 제비가 도망오는데 우리집 송아진 달콤한 낮잠봄이 가고 여름이 오면 동네 총각 나리들 핑계도 좋아밭갈이 간다고 장기 두고 한나절~ 간 주 중 ~가을 겨울 봄 여름 돌아가는데 우리 동네 물방아 돌리지않네순이네 집 잔칫날 닥아오는데 떡방아 물바아 어디서 찧나지붕에도 새들이 놀러왔지만 방아 소리 멎으니 맥이 풀렸네부지런한 마을로 떠나가 볼까 
					",성인가요
1964,아메리칸 마도로스,고봉산,992864,"
							무역선 오고가는 부산 항구 제2부두 죄많은 마도로스 이별이 야속트라 닷줄을 감으면은 기적이 울고 뱃머리 돌리며는 사랑이 운다 아~ 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스 꽃물결 넘실대는 부산 항구 제2부두 술취한 마도로스 항구가 무정트라 깃발을 올리며는 기적이 울고 테프가 끊어지면 사랑이 운다 아~ 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스 
					",성인가요
1964,아빠 안녕,현미,3621978,"
							비가 나리네 비가 나리네돌아선 이가슴에그님은 어데 그어느곳에이마음 벗사려 떨어져가도이마음 몹쓸건 미련때문에아 몸부림치며 님을 불렀네이마음 모질게 헤어져가고이마음 몹쓸건 미련때문에아 목놓아 울며 님을 불렀네
					",성인가요
1964,영등포의 밤,오기택,1936373,"
							궂은~비 하염 없~~~이쏟아지는 영등포의 밤내 가~슴에 안겨오는사랑~의 불~길고요한~ 적막속에빛나던 그대 눈동자아~~~~~~영원히잊지 못할영등포의 밤이~여가슴~을 파고드~~~는추억어린 영등포의 밤영원~속에 스쳐오는사랑~의 불~길흐르는~ 불빛속에아련한 그대의 모습아~~~~~~영원히잊지 못할영등포의 밤이~여
					",성인가요
1964,워싱턴광장,정 시스터즈,30072384,,성인가요
